0,1,2,output
2,3004,3003,55
3004,3003,55,29
3003,55,29,269
55,29,269,9
29,269,9,1032
269,9,1032,1219
9,1032,1219,2
1032,1219,2,302
1219,2,302,2237
2,302,2237,3
302,2237,3,5717
2237,3,5717,40
3,5717,40,2566
5717,40,2566,2332
40,2566,2332,4
2566,2332,4,5242
2332,4,5242,2
4,5242,2,9678
5242,2,9678,6339
2,9678,6339,1
9678,6339,1,8391
6339,1,8391,8298
1,8391,8298,14
8391,8298,14,34
8298,14,34,499
14,34,499,35
34,499,35,2
499,35,2,223
35,2,223,882
2,223,882,199
223,882,199,16
882,199,16,55
199,16,55,152
16,55,152,4003
55,152,4003,4
152,4003,4,6096
4003,4,6096,20
4,6096,20,30
6096,20,30,85
20,30,85,0
30,85,0,739
85,0,739,4
0,739,4,83
739,4,83,1076
4,83,1076,1
83,1076,1,3665
1076,1,3665,2017
1,3665,2017,337
3665,2017,337,101
2017,337,101,68
337,101,68,5
101,68,5,121
68,5,121,158
5,121,158,73
121,158,73,25
158,73,25,0
73,25,0,331
25,0,331,60
0,331,60,3204
331,60,3204,5201
60,3204,5201,208
3204,5201,208,0
5201,208,0,410
208,0,410,36
0,410,36,4
410,36,4,12
36,4,12,209
4,12,209,9959
12,209,9959,98
209,9959,98,41
9959,98,41,163
98,41,163,3
41,163,3,12
163,3,12,160
3,12,160,20
12,160,20,348
160,20,348,3
20,348,3,3138
348,3,3138,7155
3,3138,7155,46
3138,7155,46,455
7155,46,455,7688
46,455,7688,58
455,7688,58,11
7688,58,11,181
58,11,181,8
11,181,8,2972
181,8,2972,4607
8,2972,4607,13
2972,4607,13,73
4607,13,73,25
13,73,25,2623
73,25,2623,0
25,2623,0,2391
2623,0,2391,9
0,2391,9,166
2391,9,166,79
9,166,79,0
166,79,0,1099
79,0,1099,0
0,1099,0,2391
1099,0,2391,29
0,2391,29,35
2391,29,35,1986
29,35,1986,607
35,1986,607,158
1986,607,158,555
607,158,555,12
158,555,12,124
555,12,124,4205
12,124,4205,16
124,4205,16,55
4205,16,55,152
16,55,152,7
55,152,7,8048
152,7,8048,20
7,8048,20,40
8048,20,40,1015
20,40,1015,3
40,1015,3,566
1015,3,566,0
3,566,0,2252
566,0,2252,32
0,2252,32,12
2252,32,12,4736
32,12,4736,161
12,4736,161,123
4736,161,123,174
161,123,174,9
123,174,9,8
174,9,8,711
9,8,711,1401
8,711,1401,33
711,1401,33,8946
1401,33,8946,23
33,8946,23,9
8946,23,9,111
23,9,111,1508
9,111,1508,6
111,1508,6,174
1508,6,174,9
6,174,9,0
174,9,0,388
9,0,388,118
0,388,118,12
388,118,12,128
118,12,128,213
12,128,213,3
128,213,3,5422
213,3,5422,13
3,5422,13,3984
5422,13,3984,33
13,3984,33,3909
3984,33,3909,51
33,3909,51,374
3909,51,374,3
51,374,3,166
374,3,166,9
3,166,9,47
166,9,47,9
9,47,9,182
47,9,182,530
9,182,530,1403
182,530,1403,2
530,1403,2,882
1403,2,882,1714
2,882,1714,46
882,1714,46,292
1714,46,292,846
46,292,846,5
292,846,5,655
846,5,655,73
5,655,73,515
655,73,515,9
73,515,9,90
515,9,90,120
9,90,120,2806
90,120,2806,107
120,2806,107,17
2806,107,17,7036
107,17,7036,153
17,7036,153,9
7036,153,9,174
153,9,174,79
9,174,79,2
174,79,2,801
79,2,801,2999
2,801,2999,4
801,2999,4,6938
2999,4,6938,2737
4,6938,2737,54
6938,2737,54,2
2737,54,2,662
54,2,662,3405
2,662,3405,3559
662,3405,3559,95
3405,3559,95,1599
3559,95,1599,162
95,1599,162,3
1599,162,3,438
162,3,438,46
3,438,46,6207
438,46,6207,7
46,6207,7,2
6207,7,2,1213
7,2,1213,4
2,1213,4,391
1213,4,391,181
4,391,181,9
391,181,9,476
181,9,476,13
9,476,13,5898
476,13,5898,2
13,5898,2,3026
5898,2,3026,13
2,3026,13,1408
3026,13,1408,48
13,1408,48,0
1408,48,0,782
48,0,782,158
0,782,158,911
782,158,911,20
158,911,20,947
911,20,947,3954
20,947,3954,37
947,3954,37,48
3954,37,48,496
37,48,496,372
48,496,372,8
496,372,8,2630
372,8,2630,12
8,2630,12,160
2630,12,160,7
12,160,7,12
160,7,12,209
7,12,209,1
12,209,1,134
209,1,134,4690
1,134,4690,9274
134,4690,9274,555
4690,9274,555,12
9274,555,12,2444
555,12,2444,1870
12,2444,1870,768
2444,1870,768,8033
1870,768,8033,4
768,8033,4,0
8033,4,0,110
4,0,110,82
0,110,82,305
110,82,305,28
82,305,28,20
305,28,20,348
28,20,348,3
20,348,3,2735
348,3,2735,0
3,2735,0,331
2735,0,331,409
0,331,409,160
331,409,160,58
409,160,58,52
160,58,52,0
58,52,0,10339
52,0,10339,1681
0,10339,1681,4
10339,1681,4,0
1681,4,0,3169
4,0,3169,14
0,3169,14,73
3169,14,73,4162
14,73,4162,26
73,4162,26,132
4162,26,132,179
26,132,179,1892
132,179,1892,0
179,1892,0,296
1892,0,296,6683
0,296,6683,2
296,6683,2,797
6683,2,797,32
2,797,32,0
797,32,0,3473
32,0,3473,775
0,3473,775,4
3473,775,4,12
775,4,12,623
4,12,623,1
12,623,1,213
623,1,213,163
1,213,163,4083
213,163,4083,3
163,4083,3,4637
4083,3,4637,132
3,4637,132,48
4637,132,48,5620
132,48,5620,10377
48,5620,10377,2
5620,10377,2,1628
10377,2,1628,1429
2,1628,1429,1781
1628,1429,1781,52
1429,1781,52,1382
1781,52,1382,212
52,1382,212,0
1382,212,0,6708
212,0,6708,4
0,6708,4,2
6708,4,2,4716
4,2,4716,4175
2,4716,4175,1
4716,4175,1,2
4175,1,2,2655
1,2,2655,4
2,2655,4,391
2655,4,391,4730
4,391,4730,1179
391,4730,1179,10384
4730,1179,10384,52
1179,10384,52,0
10384,52,0,5823
52,0,5823,4
0,5823,4,477
5823,4,477,181
4,477,181,158
477,181,158,73
181,158,73,25
158,73,25,2329
73,25,2329,264
25,2329,264,0
2329,264,0,331
264,0,331,409
0,331,409,841
331,409,841,306
409,841,306,72
841,306,72,1477
306,72,1477,1
72,1477,1,104
1477,1,104,2
1,104,2,134
104,2,134,278
2,134,278,12
134,278,12,4827
278,12,4827,9649
12,4827,9649,160
4827,9649,160,98
9649,160,98,58
160,98,58,52
98,58,52,0
58,52,0,181
52,0,181,6
0,181,6,109
181,6,109,1064
6,109,1064,8
109,1064,8,2972
1064,8,2972,73
8,2972,73,1496
2972,73,1496,132
73,1496,132,0
1496,132,0,4078
132,0,4078,4
0,4078,4,1179
4078,4,1179,1603
4,1179,1603,266
1179,1603,266,42
1603,266,42,8
266,42,8,25
42,8,25,1497
8,25,1497,337
25,1497,337,292
1497,337,292,5
337,292,5,193
292,5,193,75
5,193,75,516
193,75,516,63
75,516,63,516
516,63,516,133
63,516,133,34
516,133,34,69
133,34,69,8
34,69,8,184
69,8,184,0
8,184,0,4491
184,0,4491,9862
0,4491,9862,91
4491,9862,91,14
9862,91,14,0
91,14,0,7352
14,0,7352,10
0,7352,10,566
7352,10,566,40
10,566,40,1572
566,40,1572,4
40,1572,4,2276
1572,4,2276,8845
4,2276,8845,1305
2276,8845,1305,68
8845,1305,68,1118
1305,68,1118,2236
68,1118,2236,126
1118,2236,126,23
2236,126,23,9
126,23,9,111
23,9,111,37
9,111,37,3
111,37,3,615
37,3,615,131
3,615,131,5
615,131,5,32
131,5,32,263
5,32,263,1287
32,263,1287,0
263,1287,0,705
1287,0,705,5
0,705,5,351
705,5,351,0
5,351,0,4736
351,0,4736,60
0,4736,60,990
4736,60,990,12
60,990,12,442
990,12,442,263
12,442,263,1287
442,263,1287,10
263,1287,10,57
1287,10,57,51
10,57,51,4509
57,51,4509,114
51,4509,114,91
4509,114,91,18
114,91,18,0
91,18,0,1967
18,0,1967,0
0,1967,0,1967
1967,0,1967,7
0,1967,7,393
1967,7,393,265
7,393,265,1134
393,265,1134,19
265,1134,19,0
1134,19,0,3354
19,0,3354,1544
0,3354,1544,452
3354,1544,452,1
1544,452,1,109
452,1,109,2
1,109,2,2253
109,2,2253,7
2,2253,7,0
2253,7,0,3727
7,0,3727,8283
0,3727,8283,1012
3727,8283,1012,2002
8283,1012,2002,53
1012,2002,53,9002
2002,53,9002,73
53,9002,73,25
9002,73,25,6460
73,25,6460,562
25,6460,562,6
6460,562,6,665
562,6,665,1115
6,665,1115,1
665,1115,1,8644
1115,1,8644,28
1,8644,28,107
8644,28,107,6688
28,107,6688,889
107,6688,889,22
6688,889,22,280
889,22,280,37
22,280,37,54
280,37,54,281
37,54,281,1
54,281,1,25
281,1,25,3
1,25,3,772
25,3,772,21
3,772,21,41
772,21,41,18
21,41,18,465
41,18,465,1025
18,465,1025,397
465,1025,397,18
1025,397,18,33
397,18,33,69
18,33,69,39
33,69,39,1065
69,39,1065,69
39,1065,69,81
1065,69,81,57
69,81,57,6
81,57,6,50
57,6,50,64
6,50,64,28
50,64,28,44
64,28,44,29
28,44,29,38
44,29,38,112
29,38,112,3
38,112,3,31
112,3,31,1822
3,31,1822,1
31,1822,1,131
1822,1,131,7
1,131,7,2
131,7,2,1647
7,2,1647,7373
2,1647,7373,963
1647,7373,963,773
7373,963,773,24
963,773,24,25
773,24,25,1086
24,25,1086,772
25,1086,772,36
1086,772,36,28
772,36,28,4
36,28,4,0
28,4,0,533
4,0,533,18
0,533,18,1822
533,18,1822,101
18,1822,101,13
1822,101,13,78
101,13,78,5
13,78,5,8001
78,5,8001,62
5,8001,62,54
8001,62,54,1980
62,54,1980,3
54,1980,3,491
1980,3,491,57
3,491,57,6
491,57,6,66
57,6,66,28
6,66,28,3
66,28,3,0
28,3,0,2513
3,0,2513,6
0,2513,6,1447
2513,6,1447,7
6,1447,7,527
1447,7,527,4
7,527,4,0
527,4,0,397
4,0,397,10327
0,397,10327,1
397,10327,1,114
10327,1,114,7
1,114,7,18
114,7,18,0
7,18,0,1044
18,0,1044,1243
0,1044,1243,6
1044,1243,6,307
1243,6,307,71
6,307,71,0
307,71,0,710
71,0,710,3
0,710,3,0
710,3,0,2384
3,0,2384,338
0,2384,338,12
2384,338,12,9969
338,12,9969,10
12,9969,10,1921
9969,10,1921,28
10,1921,28,83
1921,28,83,822
28,83,822,1
83,822,1,44
822,1,44,38
1,44,38,2
44,38,2,453
38,2,453,4
2,453,4,3189
453,4,3189,1603
4,3189,1603,107
3189,1603,107,359
1603,107,359,15
107,359,15,26
359,15,26,3
15,26,3,583
26,3,583,41
3,583,41,92
583,41,92,54
41,92,54,2
92,54,2,1179
54,2,1179,296
2,1179,296,73
1179,296,73,384
296,73,384,3
73,384,3,36
384,3,36,4
3,36,4,0
36,4,0,82
4,0,82,197
0,82,197,26
82,197,26,1
197,26,1,2
26,1,2,8282
1,2,8282,4
2,8282,4,3536
8282,4,3536,10
4,3536,10,2227
3536,10,2227,3
10,2227,3,0
2227,3,0,60
3,0,60,212
0,60,212,0
60,212,0,181
212,0,181,2
0,181,2,1429
181,2,1429,10
2,1429,10,8583
1429,10,8583,1
10,8583,1,0
8583,1,0,331
1,0,331,60
0,331,60,3989
331,60,3989,0
60,3989,0,433
3989,0,433,1491
0,433,1491,12
433,1491,12,209
1491,12,209,1477
12,209,1477,2111
209,1477,2111,0
1477,2111,0,296
2111,0,296,1120
0,296,1120,12
296,1120,12,761
1120,12,761,0
12,761,0,110
761,0,110,74
0,110,74,337
110,74,337,295
74,337,295,0
337,295,0,312
295,0,312,4
0,312,4,5
312,4,5,631
4,5,631,33
5,631,33,15
631,33,15,3441
33,15,3441,9780
15,3441,9780,1118
3441,9780,1118,128
9780,1118,128,9
1118,128,9,23
128,9,23,16
9,23,16,377
23,16,377,2
16,377,2,592
377,2,592,109
2,592,109,693
592,109,693,41
109,693,41,3
693,41,3,67
41,3,67,6
3,67,6,23
67,6,23,78
6,23,78,6
23,78,6,25
78,6,25,88
6,25,88,65
25,88,65,110
88,65,110,3
65,110,3,262
110,3,262,649
3,262,649,0
262,649,0,1055
649,0,1055,694
0,1055,694,1
1055,694,1,114
694,1,114,13
1,114,13,96
114,13,96,0
13,96,0,159
96,0,159,3
0,159,3,0
159,3,0,883
3,0,883,11
0,883,11,1924
883,11,1924,3
11,1924,3,0
1924,3,0,3044
3,0,3044,821
0,3044,821,57
3044,821,57,6
821,57,6,66
57,6,66,1270
6,66,1270,2891
66,1270,2891,422
1270,2891,422,41
2891,422,41,2
422,41,2,148
41,2,148,498
2,148,498,2
148,498,2,550
498,2,550,53
2,550,53,5528
550,53,5528,87
53,5528,87,7
5528,87,7,13
87,7,13,0
7,13,0,465
13,0,465,45
0,465,45,11
465,45,11,203
45,11,203,16
11,203,16,371
203,16,371,87
16,371,87,94
371,87,94,16
87,94,16,498
94,16,498,7
16,498,7,0
498,7,0,338
7,0,338,15
0,338,15,53
338,15,53,316
15,53,316,33
53,316,33,15
316,33,15,158
33,15,158,2456
15,158,2456,18
158,2456,18,26
2456,18,26,7
18,26,7,779
26,7,779,8
7,779,8,1
779,8,1,6
8,1,6,64
1,6,64,66
6,64,66,220
64,66,220,569
66,220,569,57
220,569,57,889
569,57,889,102
57,889,102,114
889,102,114,3
102,114,3,180
114,3,180,15
3,180,15,26
180,15,26,8
15,26,8,25
26,8,25,3
8,25,3,1568
25,3,1568,7
3,1568,7,18
1568,7,18,0
7,18,0,821
18,0,821,93
0,821,93,69
821,93,69,16
93,69,16,3
69,16,3,498
16,3,498,7
3,498,7,0
498,7,0,1163
7,0,1163,338
0,1163,338,45
1163,338,45,2
338,45,2,6791
45,2,6791,65
2,6791,65,88
6791,65,88,101
65,88,101,435
88,101,435,78
101,435,78,0
435,78,0,331
78,0,331,60
0,331,60,1261
331,60,1261,38
60,1261,38,58
1261,38,58,3
38,58,3,0
58,3,0,356
3,0,356,9
0,356,9,23
356,9,23,16
9,23,16,377
23,16,377,606
16,377,606,6
377,606,6,155
606,6,155,720
6,155,720,377
155,720,377,5
720,377,5,960
377,5,960,14
5,960,14,55
960,14,55,364
14,55,364,37
55,364,37,48
364,37,48,6946
37,48,6946,6
48,6946,6,186
6946,6,186,5
6,186,5,109
186,5,109,359
5,109,359,158
109,359,158,25
359,158,25,3709
158,25,3709,0
25,3709,0,821
3709,0,821,159
0,821,159,10
821,159,10,353
159,10,353,2
10,353,2,1557
353,2,1557,6
2,1557,6,183
1557,6,183,2
6,183,2,1746
183,2,1746,128
2,1746,128,7
1746,128,7,44
128,7,44,1
7,44,1,5
44,1,5,243
1,5,243,51
5,243,51,4853
243,51,4853,5
51,4853,5,10
4853,5,10,2
5,10,2,128
10,2,128,45
2,128,45,45
128,45,45,2681
45,45,2681,1900
45,2681,1900,9
2681,1900,9,59
1900,9,59,751
9,59,751,1
59,751,1,241
751,1,241,4
1,241,4,78
241,4,78,3479
4,78,3479,1
78,3479,1,1
3479,1,1,1819
1,1,1819,103
1,1819,103,0
1819,103,0,80
103,0,80,74
0,80,74,6
80,74,6,56
74,6,56,1566
6,56,1566,5
56,1566,5,413
1566,5,413,6
5,413,6,386
413,6,386,4
6,386,4,1261
386,4,1261,44
4,1261,44,346
1261,44,346,0
44,346,0,159
346,0,159,6
0,159,6,113
159,6,113,111
6,113,111,3
113,111,3,101
111,3,101,5509
3,101,5509,7
101,5509,7,13
5509,7,13,88
7,13,88,11
13,88,11,243
88,11,243,485
11,243,485,4
243,485,4,51
485,4,51,749
4,51,749,14
51,749,14,13
749,14,13,0
14,13,0,110
13,0,110,148
0,110,148,6
110,148,6,2239
148,6,2239,51
6,2239,51,316
2239,51,316,10
51,316,10,7
316,10,7,44
10,7,44,294
7,44,294,262
44,294,262,10371
294,262,10371,25
262,10371,25,55
10371,25,55,9
25,55,9,295
55,9,295,154
9,295,154,2119
295,154,2119,34
154,2119,34,3569
2119,34,3569,4
34,3569,4,1900
3569,4,1900,5997
4,1900,5997,0
1900,5997,0,331
5997,0,331,409
0,331,409,603
331,409,603,3944
409,603,3944,109
603,3944,109,1592
3944,109,1592,5
109,1592,5,0
1592,5,0,74
5,0,74,5
0,74,5,351
74,5,351,9
5,351,9,111
351,9,111,0
9,111,0,312
111,0,312,65
0,312,65,9
312,65,9,111
65,9,111,3
9,111,3,3237
111,3,3237,2533
3,3237,2533,5939
3237,2533,5939,36
2533,5939,36,4
5939,36,4,0
36,4,0,82
4,0,82,197
0,82,197,73
82,197,73,7750
197,73,7750,395
73,7750,395,94
7750,395,94,9
395,94,9,3527
94,9,3527,8651
9,3527,8651,73
3527,8651,73,306
8651,73,306,26
73,306,26,17
306,26,17,40
26,17,40,542
17,40,542,176
40,542,176,1890
542,176,1890,34
176,1890,34,4148
1890,34,4148,3
34,4148,3,158
4148,3,158,6
3,158,6,221
158,6,221,9
6,221,9,2
221,9,2,466
9,2,466,332
2,466,332,5
466,332,5,6
332,5,6,183
5,6,183,465
6,183,465,547
183,465,547,80
465,547,80,2
547,80,2,453
80,2,453,341
2,453,341,46
453,341,46,95
341,46,95,1056
46,95,1056,2801
95,1056,2801,4
1056,2801,4,181
2801,4,181,1422
4,181,1422,41
181,1422,41,0
1422,41,0,6805
41,0,6805,812
0,6805,812,159
6805,812,159,1446
812,159,1446,103
159,1446,103,57
1446,103,57,6
103,57,6,183
57,6,183,211
6,183,211,95
183,211,95,9753
211,95,9753,45
95,9753,45,57
9753,45,57,1698
45,57,1698,6585
57,1698,6585,71
1698,6585,71,6
6585,71,6,2438
71,6,2438,353
6,2438,353,0
2438,353,0,159
353,0,159,629
0,159,629,1
159,629,1,87
629,1,87,46
1,87,46,6
87,46,6,186
46,6,186,21
6,186,21,73
186,21,73,384
21,73,384,15
73,384,15,39
384,15,39,1761
15,39,1761,429
39,1761,429,1
1761,429,1,10
429,1,10,1355
1,10,1355,54
10,1355,54,1921
1355,54,1921,2
54,1921,2,1980
1921,2,1980,1902
2,1980,1902,4
1980,1902,4,3385
1902,4,3385,91
4,3385,91,12
3385,91,12,797
91,12,797,166
12,797,166,37
797,166,37,54
166,37,54,21
37,54,21,0
54,21,0,331
21,0,331,409
0,331,409,209
331,409,209,38
409,209,38,1477
209,38,1477,121
38,1477,121,8
1477,121,8,9528
121,8,9528,18
8,9528,18,12
9528,18,12,1113
18,12,1113,1
12,1113,1,184
1113,1,184,0
1,184,0,1179
184,0,1179,115
0,1179,115,28
1179,115,28,17
115,28,17,12
28,17,12,341
17,12,341,24
12,341,24,10
341,24,10,566
24,10,566,68
10,566,68,13
566,68,13,0
68,13,0,110
13,0,110,328
0,110,328,4
110,328,4,0
328,4,0,821
4,0,821,556
0,821,556,2
821,556,2,146
556,2,146,95
2,146,95,226
146,95,226,91
95,226,91,0
226,91,0,216
91,0,216,7
0,216,7,0
216,7,0,1154
7,0,1154,4
0,1154,4,2
1154,4,2,175
4,2,175,391
2,175,391,1213
175,391,1213,4
391,1213,4,83
1213,4,83,241
4,83,241,4
83,241,4,4
241,4,4,613
4,4,613,459
4,613,459,391
613,459,391,459
459,391,459,11
391,459,11,386
459,11,386,4
11,386,4,4357
386,4,4357,9
4,4357,9,59
4357,9,59,413
9,59,413,44
59,413,44,24
413,44,24,10
44,24,10,34
24,10,34,270
10,34,270,4
34,270,4,2
270,4,2,6933
4,2,6933,662
2,6933,662,322
6933,662,322,87
662,322,87,9228
322,87,9228,18
87,9228,18,37
9228,18,37,1
18,37,1,44
37,1,44,10
1,44,10,34
44,10,34,1023
10,34,1023,241
34,1023,241,4
1023,241,4,229
241,4,229,7
4,229,7,21
229,7,21,148
7,21,148,24
21,148,24,3343
148,24,3343,5
24,3343,5,1
3343,5,1,6
5,1,6,2209
1,6,2209,81
6,2209,81,20
2209,81,20,34
81,20,34,1368
20,34,1368,1383
34,1368,1383,4
1368,1383,4,181
1383,4,181,98
4,181,98,28
181,98,28,4
98,28,4,5
28,4,5,88
4,5,88,528
5,88,528,37
88,528,37,13
528,37,13,0
37,13,0,328
13,0,328,4
0,328,4,0
328,4,0,124
4,0,124,1
0,124,1,6
124,1,6,78
1,6,78,6
6,78,6,509
78,6,509,6
6,509,6,5359
509,6,5359,28
6,5359,28,46
5359,28,46,33
28,46,33,78
46,33,78,45
33,78,45,6
78,45,6,25
45,6,25,1508
6,25,1508,6
25,1508,6,980
1508,6,980,6
6,980,6,81
980,6,81,826
6,81,826,98
81,826,98,28
826,98,28,4
98,28,4,5
28,4,5,109
4,5,109,35
5,109,35,1066
109,35,1066,28
35,1066,28,13
1066,28,13,0
28,13,0,216
13,0,216,17
0,216,17,0
216,17,0,2697
17,0,2697,7082
0,2697,7082,9
2697,7082,9,222
7082,9,222,186
9,222,186,68
222,186,68,63
186,68,63,0
68,63,0,591
63,0,591,19
0,591,19,0
591,19,0,1456
19,0,1456,1
0,1456,1,8
1456,1,8,990
1,8,990,12
8,990,12,442
990,12,442,1
12,442,1,889
442,1,889,448
1,889,448,240
889,448,240,296
448,240,296,81
240,296,81,241
296,81,241,4
81,241,4,35
241,4,35,3020
4,35,3020,41
35,3020,41,68
3020,41,68,44
41,68,44,240
68,44,240,72
44,240,72,1029
240,72,1029,3493
72,1029,3493,7
1029,3493,7,1
3493,7,1,0
7,1,0,0
1,0,0,0
0,0,0,1255
0,0,1255,474
0,1255,474,285
1255,474,285,44
474,285,44,12
285,44,12,532
44,12,532,539
12,532,539,14
532,539,14,39
539,14,39,371
14,39,371,380
39,371,380,28
371,380,28,12
380,28,12,84
28,12,84,585
12,84,585,655
84,585,655,52
585,655,52,0
655,52,0,2598
52,0,2598,181
0,2598,181,0
2598,181,0,1113
181,0,1113,9241
0,1113,9241,1134
1113,9241,1134,266
9241,1134,266,0
1134,266,0,102
266,0,102,95
0,102,95,526
102,95,526,4
95,526,4,12
526,4,12,201
4,12,201,148
12,201,148,163
201,148,163,1878
148,163,1878,73
163,1878,73,25
1878,73,25,337
73,25,337,101
25,337,101,58
337,101,58,3
101,58,3,126
58,3,126,9
3,126,9,38
126,9,38,556
9,38,556,346
38,556,346,0
556,346,0,159
346,0,159,9
0,159,9,183
159,9,183,34
9,183,34,147
183,34,147,588
34,147,588,33
147,588,33,85
588,33,85,24
33,85,24,141
85,24,141,158
24,141,158,149
141,158,149,9162
158,149,9162,6285
149,9162,6285,18
9162,6285,18,12
6285,18,12,209
18,12,209,170
12,209,170,11
209,170,11,135
170,11,135,385
11,135,385,1314
135,385,1314,366
385,1314,366,20
1314,366,20,6
366,20,6,56
20,6,56,326
6,56,326,45
56,326,45,1197
326,45,1197,536
45,1197,536,2536
1197,536,2536,46
536,2536,46,83
2536,46,83,341
46,83,341,65
83,341,65,75
341,65,75,1441
65,75,1441,133
75,1441,133,109
1441,133,109,16
133,109,16,153
109,16,153,46
16,153,46,24
153,46,24,25
46,24,25,2640
24,25,2640,3
25,2640,3,2
2640,3,2,95
3,2,95,441
2,95,441,518
95,441,518,194
441,518,194,1
518,194,1,0
194,1,0,465
1,0,465,25
0,465,25,88
465,25,88,54
25,88,54,12
88,54,12,2161
54,12,2161,677
12,2161,677,39
2161,677,39,424
677,39,424,1
39,424,1,206
424,1,206,1199
1,206,1199,42
206,1199,42,1
1199,42,1,0
42,1,0,662
1,0,662,25
0,662,25,156
662,25,156,7
25,156,7,0
156,7,0,580
7,0,580,263
0,580,263,531
580,263,531,1
263,531,1,46
531,1,46,88
1,46,88,54
46,88,54,358
88,54,358,7
54,358,7,1085
358,7,1085,0
7,1085,0,2717
1085,0,2717,898
0,2717,898,4148
2717,898,4148,334
898,4148,334,2
4148,334,2,6131
334,2,6131,2267
2,6131,2267,4
6131,2267,4,35
2267,4,35,0
4,35,0,6923
35,0,6923,559
0,6923,559,73
6923,559,73,9
559,73,9,2830
73,9,2830,530
9,2830,530,3
2830,530,3,93
530,3,93,73
3,93,73,9168
93,73,9168,26
73,9168,26,17
9168,26,17,2
26,17,2,1879
17,2,1879,101
2,1879,101,13
1879,101,13,158
101,13,158,0
13,158,0,331
158,0,331,60
0,331,60,264
331,60,264,549
60,264,549,0
264,549,0,1113
549,0,1113,3
0,1113,3,12
1113,3,12,532
3,12,532,1828
12,532,1828,1607
532,1828,1607,13
1828,1607,13,5
1607,13,5,46
13,5,46,184
5,46,184,5
46,184,5,671
184,5,671,3
5,671,3,0
671,3,0,216
3,0,216,103
0,216,103,35
216,103,35,103
103,35,103,57
35,103,57,0
103,57,0,1040
57,0,1040,315
0,1040,315,3829
1040,315,3829,7
315,3829,7,44
3829,7,44,1
7,44,1,6
44,1,6,387
1,6,387,3
6,387,3,27
387,3,27,2
3,27,2,3962
27,2,3962,153
2,3962,153,265
3962,153,265,201
153,265,201,170
265,201,170,28
201,170,28,265
170,28,265,66
28,265,66,5
265,66,5,35
66,5,35,0
5,35,0,782
35,0,782,45
0,782,45,9
782,45,9,260
45,9,260,73
9,260,73,25
260,73,25,8334
73,25,8334,269
25,8334,269,5
8334,269,5,41
269,5,41,158
5,41,158,120
41,158,120,20
158,120,20,2421
120,20,2421,20
20,2421,20,0
2421,20,0,289
20,0,289,882
0,289,882,269
289,882,269,11
882,269,11,340
269,11,340,3
11,340,3,2
340,3,2,1915
3,2,1915,1
2,1915,1,517
1915,1,517,476
1,517,476,120
517,476,120,374
476,120,374,3
120,374,3,127
374,3,127,9001
3,127,9001,28
127,9001,28,4
9001,28,4,42
28,4,42,1
4,42,1,57
42,1,57,2
1,57,2,1915
57,2,1915,546
2,1915,546,9299
1915,546,9299,18
546,9299,18,2
9299,18,2,2704
18,2,2704,8
2,2704,8,546
2704,8,546,0
8,546,0,2920
546,0,2920,1
0,2920,1,7
2920,1,7,393
1,7,393,9
7,393,9,113
393,9,113,59
9,113,59,7
113,59,7,34
59,7,34,1185
7,34,1185,0
34,1185,0,2920
1185,0,2920,15
0,2920,15,684
2920,15,684,19
15,684,19,0
684,19,0,477
19,0,477,1693
0,477,1693,0
477,1693,0,1674
1693,0,1674,469
0,1674,469,18
1674,469,18,26
469,18,26,10353
18,26,10353,9
26,10353,9,59
10353,9,59,6
9,59,6,6182
59,6,6182,425
6,6182,425,51
6182,425,51,316
425,51,316,65
51,316,65,465
316,65,465,547
65,465,547,6
465,547,6,22
547,6,22,39
6,22,39,429
22,39,429,3
39,429,3,39
429,3,39,1944
3,39,1944,233
39,1944,233,66
1944,233,66,3
233,66,3,27
66,3,27,2
3,27,2,1944
27,2,1944,0
2,1944,0,553
1944,0,553,606
0,553,606,1998
553,606,1998,12
606,1998,12,864
1998,12,864,8767
12,864,8767,4772
864,8767,4772,1944
8767,4772,1944,92
4772,1944,92,134
1944,92,134,9
92,134,9,1642
134,9,1642,158
9,1642,158,491
1642,158,491,194
158,491,194,1794
491,194,1794,39
194,1794,39,3354
1794,39,3354,1544
39,3354,1544,904
3354,1544,904,9
1544,904,9,2
904,9,2,146
9,2,146,3112
2,146,3112,172
146,3112,172,172
3112,172,172,15
172,172,15,95
172,15,95,3
15,95,3,428
95,3,428,13
3,428,13,153
428,13,153,92
13,153,92,134
153,92,134,85
92,134,85,53
134,85,53,316
85,53,316,180
53,316,180,15
316,180,15,465
180,15,465,547
15,465,547,281
465,547,281,194
547,281,194,289
281,194,289,1155
194,289,1155,33
289,1155,33,10
1155,33,10,21
33,10,21,365
10,21,365,12
21,365,12,2100
365,12,2100,609
12,2100,609,175
2100,609,175,365
609,175,365,15
175,365,15,2
365,15,2,147
15,2,147,243
2,147,243,5
147,243,5,889
243,5,889,422
5,889,422,95
889,422,95,3671
422,95,3671,7
95,3671,7,901
3671,7,901,1666
7,901,1666,9
901,1666,9,189
1666,9,189,34
9,189,34,746
189,34,746,861
34,746,861,2470
746,861,2470,11
861,2470,11,10
2470,11,10,356
11,10,356,4
10,356,4,5
356,4,5,1025
4,5,1025,2
5,1025,2,175
1025,2,175,279
2,175,279,7
175,279,7,11
279,7,11,308
7,11,308,6
11,308,6,330
308,6,330,73
6,330,73,25
330,73,25,133
73,25,133,0
25,133,0,2120
